Name,Slug,Category,Brand,Description,Price,Compare_Price,SKU,Image
"Asus Premium Gaming Laptop V8","asus-premium-gaming-laptop-v8-6ec5","computers-laptops","Asus","Experience the pinnacle of electronic engineering with the Asus Premium Gaming Laptop V8. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",13498,15522,"ELEC-4C51F7A2","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"Corsair Advanced Gaming Laptop V9","corsair-advanced-gaming-laptop-v9-2eff","computers-laptops","Corsair","Experience the pinnacle of electronic engineering with the Corsair Advanced Gaming Laptop V9. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",15383,17690,"ELEC-83019254","https://images.unsplash.com/photo-1496181133206-80ce9b88a853"
"Asus Smart Gaming Laptop V10","asus-smart-gaming-laptop-v10-5913","computers-laptops","Asus","Experience the pinnacle of electronic engineering with the Asus Smart Gaming Laptop V10. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",72120,82938,"ELEC-96788530","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"Bose Ultra Streaming Stick V1","bose-ultra-streaming-stick-v1-9c91","tv-audio","Bose","Experience the pinnacle of electronic engineering with the Bose Ultra Streaming Stick V1. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",34331,39480,"ELEC-26265C2A","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"JBL Elite Smart Speaker V2","jbl-elite-smart-speaker-v2-2fcd","tv-audio","JBL","Experience the pinnacle of electronic engineering with the JBL Elite Smart Speaker V2. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",48690,55993,"ELEC-1D7E10ED","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"Bose Advanced Smart Speaker V3","bose-advanced-smart-speaker-v3-35b7","tv-audio","Bose","Experience the pinnacle of electronic engineering with the Bose Advanced Smart Speaker V3. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",69500,79925,"ELEC-DCE7039A","https://images.unsplash.com/photo-1627384113743-6bd5a479fffd"
"Bose Ultra TWS Earbuds V4","bose-ultra-tws-earbuds-v4-7c6a","tv-audio","Bose","Experience the pinnacle of electronic engineering with the Bose Ultra TWS Earbuds V4. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",10661,12260,"ELEC-2372D56D","https://images.unsplash.com/photo-1496181133206-80ce9b88a853"
"LG Ultra Smart Speaker V5","lg-ultra-smart-speaker-v5-b873","tv-audio","LG","Experience the pinnacle of electronic engineering with the LG Ultra Smart Speaker V5. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",62359,71712,"ELEC-D7F64BD7","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
"Sony Elite TWS Earbuds V6","sony-elite-tws-earbuds-v6-c3a7","tv-audio","Sony","Experience the pinnacle of electronic engineering with the Sony Elite TWS Earbuds V6. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",63688,73241,"ELEC-DCFA6067","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
"Sennheiser Advanced Noise-Canceling Headphones V7","sennheiser-advanced-noise-canceling-headphones-v7-bc8d","tv-audio","Sennheiser","Experience the pinnacle of electronic engineering with the Sennheiser Advanced Noise-Canceling Headphones V7. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",9622,11065,"ELEC-0EE9BEF4","https://images.unsplash.com/photo-1583394838336-acd977736f90"
"Sennheiser Ultra 4K OLED TV V8","sennheiser-ultra-4k-oled-tv-v8-8e53","tv-audio","Sennheiser","Experience the pinnacle of electronic engineering with the Sennheiser Ultra 4K OLED TV V8. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",51954,59747,"ELEC-756CB6C8","https://images.unsplash.com/photo-1583394838336-acd977736f90"
"Sennheiser Elite Streaming Stick V9","sennheiser-elite-streaming-stick-v9-f4c0","tv-audio","Sennheiser","Experience the pinnacle of electronic engineering with the Sennheiser Elite Streaming Stick V9. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",58223,66956,"ELEC-19D5CD61","https://images.unsplash.com/photo-1583394838336-acd977736f90"
"Sony Elite Noise-Canceling Headphones V10","sony-elite-noise-canceling-headphones-v10-7195","tv-audio","Sony","Experience the pinnacle of electronic engineering with the Sony Elite Noise-Canceling Headphones V10. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",39729,45688,"ELEC-E442E9A9","https://images.unsplash.com/photo-1583394838336-acd977736f90"
"Canon Premium Camera Drone V1","canon-premium-camera-drone-v1-b88d","cameras-photo","Canon","Experience the pinnacle of electronic engineering with the Canon Premium Camera Drone V1. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",23393,26901,"ELEC-46A3C715","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"GoPro Advanced Ring Light Tripod V2","gopro-advanced-ring-light-tripod-v2-84fc","cameras-photo","GoPro","Experience the pinnacle of electronic engineering with the GoPro Advanced Ring Light Tripod V2. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",52303,60148,"ELEC-AE76246D","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"GoPro Elite Mirrorless Camera V3","gopro-elite-mirrorless-camera-v3-0aab","cameras-photo","GoPro","Experience the pinnacle of electronic engineering with the GoPro Elite Mirrorless Camera V3. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",28706,33011,"ELEC-A8AC3088","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"Nikon Smart Camera Drone V4","nikon-smart-camera-drone-v4-bbcc","cameras-photo","Nikon","Experience the pinnacle of electronic engineering with the Nikon Smart Camera Drone V4. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",62370,71725,"ELEC-2FE70692","https://images.unsplash.com/photo-1627384113743-6bd5a479fffd"
"GoPro Advanced Mirrorless Camera V5","gopro-advanced-mirrorless-camera-v5-c09d","cameras-photo","GoPro","Experience the pinnacle of electronic engineering with the GoPro Advanced Mirrorless Camera V5. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",16815,19337,"ELEC-95F72BE8","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"Nikon Elite DSLR Camera V6","nikon-elite-dslr-camera-v6-a851","cameras-photo","Nikon","Experience the pinnacle of electronic engineering with the Nikon Elite DSLR Camera V6. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",10517,12094,"ELEC-B5E1D5DA","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"DJI Elite Camera Drone V7","dji-elite-camera-drone-v7-92cf","cameras-photo","DJI","Experience the pinnacle of electronic engineering with the DJI Elite Camera Drone V7. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",72625,83518,"ELEC-1F729FEE","https://images.unsplash.com/photo-1583394838336-acd977736f90"
"Canon Elite Zoom Lens V8","canon-elite-zoom-lens-v8-5d0f","cameras-photo","Canon","Experience the pinnacle of electronic engineering with the Canon Elite Zoom Lens V8. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",13151,15123,"ELEC-825298EC","https://images.unsplash.com/photo-1583394838336-acd977736f90"
"Canon Ultra Action Camera V9","canon-ultra-action-camera-v9-0fd3","cameras-photo","Canon","Experience the pinnacle of electronic engineering with the Canon Ultra Action Camera V9. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",13289,15282,"ELEC-92A9194E","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
"Sigma Advanced Action Camera V10","sigma-advanced-action-camera-v10-1528","cameras-photo","Sigma","Experience the pinnacle of electronic engineering with the Sigma Advanced Action Camera V10. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",51251,58938,"ELEC-6E7374C3","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"Arlo Smart Smart Lock V1","arlo-smart-smart-lock-v1-752e","smart-home","Arlo","Experience the pinnacle of electronic engineering with the Arlo Smart Smart Lock V1. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",25031,28785,"ELEC-B21FCC16","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"Wyze Advanced Video Doorbell V2","wyze-advanced-video-doorbell-v2-8007","smart-home","Wyze","Experience the pinnacle of electronic engineering with the Wyze Advanced Video Doorbell V2. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",22633,26027,"ELEC-0744C423","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
"Nest Ultra Smart Lock V3","nest-ultra-smart-lock-v3-38dc","smart-home","Nest","Experience the pinnacle of electronic engineering with the Nest Ultra Smart Lock V3. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",18946,21787,"ELEC-DE4D0FBD","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"Arlo Advanced Security Camera V4","arlo-advanced-security-camera-v4-9958","smart-home","Arlo","Experience the pinnacle of electronic engineering with the Arlo Advanced Security Camera V4. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",58224,66957,"ELEC-EDA864BD","https://images.unsplash.com/photo-1496181133206-80ce9b88a853"
"Ring Advanced Video Doorbell V5","ring-advanced-video-doorbell-v5-2c58","smart-home","Ring","Experience the pinnacle of electronic engineering with the Ring Advanced Video Doorbell V5. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",22724,26132,"ELEC-55A07B64","https://images.unsplash.com/photo-1583394838336-acd977736f90"
"Wyze Smart Video Doorbell V6","wyze-smart-video-doorbell-v6-79ce","smart-home","Wyze","Experience the pinnacle of electronic engineering with the Wyze Smart Video Doorbell V6. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",23840,27415,"ELEC-7681EB4D","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
"Nest Premium Motion Sensor V7","nest-premium-motion-sensor-v7-1de0","smart-home","Nest","Experience the pinnacle of electronic engineering with the Nest Premium Motion Sensor V7. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",53765,61829,"ELEC-15282948","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"Nest Next-Gen Security Camera V8","nest-next-gen-security-camera-v8-d835","smart-home","Nest","Experience the pinnacle of electronic engineering with the Nest Next-Gen Security Camera V8. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",63615,73157,"ELEC-536ED99B","https://images.unsplash.com/photo-1496181133206-80ce9b88a853"
"Arlo Advanced Video Doorbell V9","arlo-advanced-video-doorbell-v9-4b28","smart-home","Arlo","Experience the pinnacle of electronic engineering with the Arlo Advanced Video Doorbell V9. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",40118,46135,"ELEC-8C1B1A7D","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"Wyze Elite Security Camera V10","wyze-elite-security-camera-v10-f728","smart-home","Wyze","Experience the pinnacle of electronic engineering with the Wyze Elite Security Camera V10. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",53772,61837,"ELEC-DA1E8294","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"LG Smart Split Air Conditioner V1","lg-smart-split-air-conditioner-v1-1136","major-appliances","LG","Experience the pinnacle of electronic engineering with the LG Smart Split Air Conditioner V1. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",37625,43268,"ELEC-BBB27CFA","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
"Whirlpool Smart Dishwasher V2","whirlpool-smart-dishwasher-v2-c454","major-appliances","Whirlpool","Experience the pinnacle of electronic engineering with the Whirlpool Smart Dishwasher V2. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",48782,56099,"ELEC-F53C1AEA","https://images.unsplash.com/photo-1627384113743-6bd5a479fffd"
"Bosch Smart Microwave Oven V3","bosch-smart-microwave-oven-v3-50e8","major-appliances","Bosch","Experience the pinnacle of electronic engineering with the Bosch Smart Microwave Oven V3. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",80344,92395,"ELEC-B12F1095","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"Haier Ultra Double-door Refrigerator V4","haier-ultra-double-door-refrigerator-v4-8e04","major-appliances","Haier","Experience the pinnacle of electronic engineering with the Haier Ultra Double-door Refrigerator V4. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",27269,31359,"ELEC-502E18AE","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
"Samsung Smart Microwave Oven V5","samsung-smart-microwave-oven-v5-0efc","major-appliances","Samsung","Experience the pinnacle of electronic engineering with the Samsung Smart Microwave Oven V5. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",42806,49226,"ELEC-7D35C354","https://images.unsplash.com/photo-1627384113743-6bd5a479fffd"
"Samsung Next-Gen Split Air Conditioner V6","samsung-next-gen-split-air-conditioner-v6-b67e","major-appliances","Samsung","Experience the pinnacle of electronic engineering with the Samsung Next-Gen Split Air Conditioner V6. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",12124,13942,"ELEC-832B6C1A","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"Samsung Smart Split Air Conditioner V7","samsung-smart-split-air-conditioner-v7-185d","major-appliances","Samsung","Experience the pinnacle of electronic engineering with the Samsung Smart Split Air Conditioner V7. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",9271,10661,"ELEC-0AADECD7","https://images.unsplash.com/photo-1496181133206-80ce9b88a853"
"Whirlpool Next-Gen Front Load Washing Machine V8","whirlpool-next-gen-front-load-washing-machine-v8-16dd","major-appliances","Whirlpool","Experience the pinnacle of electronic engineering with the Whirlpool Next-Gen Front Load Washing Machine V8. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",63513,73039,"ELEC-BA10DA4B","https://images.unsplash.com/photo-1583394838336-acd977736f90"
"Haier Ultra Front Load Washing Machine V9","haier-ultra-front-load-washing-machine-v9-445f","major-appliances","Haier","Experience the pinnacle of electronic engineering with the Haier Ultra Front Load Washing Machine V9. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",47991,55189,"ELEC-EA132DC6","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"LG Ultra Microwave Oven V10","lg-ultra-microwave-oven-v10-661a","major-appliances","LG","Experience the pinnacle of electronic engineering with the LG Ultra Microwave Oven V10. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",59294,68188,"ELEC-1DE9CA42","https://images.unsplash.com/photo-1627384113743-6bd5a479fffd"
" बजाज Advanced Electric Kettle V1","-advanced-electric-kettle-v1-2225","kitchen-appliances"," बजाज","Experience the pinnacle of electronic engineering with the  बजाज Advanced Electric Kettle V1. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",41232,47416,"ELEC-8CC9370F","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
" बजाज Elite Food Processor V2","-elite-food-processor-v2-c249","kitchen-appliances"," बजाज","Experience the pinnacle of electronic engineering with the  बजाज Elite Food Processor V2. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",30854,35482,"ELEC-3C43CC71","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
"Philips Smart Induction Cooktop V3","philips-smart-induction-cooktop-v3-5979","kitchen-appliances","Philips","Experience the pinnacle of electronic engineering with the Philips Smart Induction Cooktop V3. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",54225,62358,"ELEC-5143F445","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"Philips Advanced Coffee Maker V4","philips-advanced-coffee-maker-v4-4d59","kitchen-appliances","Philips","Experience the pinnacle of electronic engineering with the Philips Advanced Coffee Maker V4. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",9319,10716,"ELEC-7FC1A4F6","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"Philips Ultra Air Fryer V5","philips-ultra-air-fryer-v5-223e","kitchen-appliances","Philips","Experience the pinnacle of electronic engineering with the Philips Ultra Air Fryer V5. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",44331,50980,"ELEC-67916621","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"Philips Smart Food Processor V6","philips-smart-food-processor-v6-ada6","kitchen-appliances","Philips","Experience the pinnacle of electronic engineering with the Philips Smart Food Processor V6. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",71689,82442,"ELEC-658EF153","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"Philips Elite Air Fryer V7","philips-elite-air-fryer-v7-2885","kitchen-appliances","Philips","Experience the pinnacle of electronic engineering with the Philips Elite Air Fryer V7. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",43644,50190,"ELEC-D932ECD4","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"Philips Elite Coffee Maker V8","philips-elite-coffee-maker-v8-a3c7","kitchen-appliances","Philips","Experience the pinnacle of electronic engineering with the Philips Elite Coffee Maker V8. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",3836,4411,"ELEC-EF676592","https://images.unsplash.com/photo-1583394838336-acd977736f90"
"Ninja Premium Air Fryer V9","ninja-premium-air-fryer-v9-c1b4","kitchen-appliances","Ninja","Experience the pinnacle of electronic engineering with the Ninja Premium Air Fryer V9. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",3500,4024,"ELEC-7BA8F40A","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"Prestige Smart Coffee Maker V10","prestige-smart-coffee-maker-v10-4fae","kitchen-appliances","Prestige","Experience the pinnacle of electronic engineering with the Prestige Smart Coffee Maker V10. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",55726,64084,"ELEC-0DFD0B1B","https://images.unsplash.com/photo-1627384113743-6bd5a479fffd"
"Wahl Ultra Electric Toothbrush V1","wahl-ultra-electric-toothbrush-v1-9750","personal-care-elec","Wahl","Experience the pinnacle of electronic engineering with the Wahl Ultra Electric Toothbrush V1. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",65152,74924,"ELEC-7ED999A5","https://images.unsplash.com/photo-1627384113743-6bd5a479fffd"
"Philips Smart Hair Straightener V2","philips-smart-hair-straightener-v2-a2e8","personal-care-elec","Philips","Experience the pinnacle of electronic engineering with the Philips Smart Hair Straightener V2. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",38821,44644,"ELEC-41CB025D","https://images.unsplash.com/photo-1496181133206-80ce9b88a853"
"Oral-B Premium Beard Trimmer V3","oral-b-premium-beard-trimmer-v3-8536","personal-care-elec","Oral-B","Experience the pinnacle of electronic engineering with the Oral-B Premium Beard Trimmer V3. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",80363,92417,"ELEC-BAEC5BFA","https://images.unsplash.com/photo-1542291026-7eec264c27ff"
"Wahl Smart Beard Trimmer V4","wahl-smart-beard-trimmer-v4-fd40","personal-care-elec","Wahl","Experience the pinnacle of electronic engineering with the Wahl Smart Beard Trimmer V4. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",7793,8961,"ELEC-26349504","https://images.unsplash.com/photo-1496181133206-80ce9b88a853"
"Philips Smart Hair Dryer V5","philips-smart-hair-dryer-v5-f522","personal-care-elec","Philips","Experience the pinnacle of electronic engineering with the Philips Smart Hair Dryer V5. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",35686,41038,"ELEC-9ED69FE4","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
"Panasonic Next-Gen Electric Toothbrush V6","panasonic-next-gen-electric-toothbrush-v6-9175","personal-care-elec","Panasonic","Experience the pinnacle of electronic engineering with the Panasonic Next-Gen Electric Toothbrush V6. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",37848,43525,"ELEC-0535F13F","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
"Philips Advanced Hair Straightener V7","philips-advanced-hair-straightener-v7-413e","personal-care-elec","Philips","Experience the pinnacle of electronic engineering with the Philips Advanced Hair Straightener V7. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",23812,27383,"ELEC-88CDE82F","https://images.unsplash.com/photo-1583394838336-acd977736f90"
"Panasonic Premium Electric Toothbrush V8","panasonic-premium-electric-toothbrush-v8-64d4","personal-care-elec","Panasonic","Experience the pinnacle of electronic engineering with the Panasonic Premium Electric Toothbrush V8. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",37881,43563,"ELEC-650ABEAB","https://images.unsplash.com/photo-1505740420928-5e560c06d30e"
"Oral-B Elite Beard Trimmer V9","oral-b-elite-beard-trimmer-v9-53b7","personal-care-elec","Oral-B","Experience the pinnacle of electronic engineering with the Oral-B Elite Beard Trimmer V9. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",7559,8692,"ELEC-E2658A17","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
"Philips Elite Hair Straightener V10","philips-elite-hair-straightener-v10-fa1e","personal-care-elec","Philips","Experience the pinnacle of electronic engineering with the Philips Elite Hair Straightener V10. Fully equipped with industry-leading technology, seamless integration, and unparalleled performance. Ships immediately.",37614,43256,"ELEC-A80FA5F9","https://images.unsplash.com/photo-1491472253230-a044054ca35f"
